bg_gc_every,cold_victim_bias,cota_alpha,cota_beta,cota_delta,cota_gamma,device_writes,free_blocks,free_pages,gc_avg_s,gc_count,host_writes,hot_ratio,hot_weight,invalid_pages,ops,pages_per_block,policy,reheat_rate,run_id,seed,total_pages,transition_rate,trim_age_bonus,trim_enabled,trim_ratio,trimmed_pages,ts,update_ratio,valid_pages,victim_prefetch_k,waf,warmup_fill,wear_avg,wear_max,wear_min,wear_std
0,1.0,0.55,0.2,0.05,0.2,8339495,25,1638,0.000514,130101,208847,0.2,0.7,1,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:03:38,0.8,14745,1,39.931122,0.6,508.6875,530.0,485.0,10.741094
0,1.0,0.55,0.3,0.05,0.1,8393015,25,1637,0.000559,130935,208847,0.2,0.7,2,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-05T22:07:29,0.8,14745,1,40.187386,0.6,511.890625,526.0,498.0,7.254561
0,1.0,0.55,0.3,0.05,0.1,8342972,25,1632,0.000542,130143,208847,0.2,0.7,7,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:11:13,0.8,14745,1,39.94777,0.6,508.855469,521.0,494.0,7.253677
0,1.0,0.55,0.3,0.05,0.2,8396976,25,1635,0.000524,130992,208847,0.2,0.7,4,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-05T22:14:49,0.8,14745,1,40.206352,0.6,512.121094,522.0,499.0,5.999755
0,1.0,0.55,0.3,0.05,0.2,8343724,25,1634,0.000547,130154,208847,0.2,0.7,5,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:18:32,0.8,14745,1,39.951371,0.6,508.894531,520.0,495.0,6.547349
0,1.0,0.7,0.2,0.05,0.1,8390130,25,1637,0.000512,130886,208847,0.2,0.7,2,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-05T22:22:06,0.8,14745,1,40.173572,0.6,511.710938,547.0,476.0,16.639163
0,1.0,0.7,0.2,0.05,0.1,8338248,25,1639,0.000547,130080,208847,0.2,0.7,0,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:25:50,0.8,14745,1,39.925151,0.6,508.605469,546.0,472.0,15.25783
0,1.0,0.7,0.2,0.05,0.2,8388872,25,1638,0.000519,130878,208847,0.2,0.7,1,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-05T22:29:26,0.8,14745,1,40.167548,0.6,511.695312,544.0,475.0,15.197429
0,1.0,0.7,0.2,0.05,0.2,8339135,25,1637,0.000543,130065,208847,0.2,0.7,2,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:33:05,0.8,14745,1,39.929398,0.6,508.558594,540.0,468.0,14.745646
0,1.0,0.7,0.3,0.05,0.1,8389952,25,1639,0.000549,130898,208847,0.2,0.7,0,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-05T22:36:53,0.8,14745,1,40.17272,0.6,511.75,537.0,486.0,12.542739
0,1.0,0.7,0.3,0.05,0.1,8337852,25,1637,0.000554,130061,208847,0.2,0.7,2,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:40:39,0.8,14745,1,39.923255,0.6,508.535156,532.0,481.0,12.156159
0,1.0,0.7,0.3,0.05,0.2,8389739,25,1638,0.000553,130889,208847,0.2,0.7,1,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-05T22:44:28,0.8,14745,1,40.1717,0.6,511.730469,536.0,488.0,11.174469
0,1.0,0.7,0.3,0.05,0.2,8339281,25,1637,0.000553,130090,208847,0.2,0.7,2,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-05T22:48:12,0.8,14745,1,39.930097,0.6,508.644531,533.0,484.0,12.280678
256,1.0,0.4,0.2,0.05,0.1,8381370,25,1635,0.0004,130777,200000,0.2,0.7,4,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T16:23:42,0.8,14745,1,41.90685,0.0,511.175781,522.0,500.0,5.946076
256,1.0,0.4,0.2,0.05,0.1,8330918,25,1637,0.00039,129962,200000,0.2,0.7,2,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T16:26:30,0.8,14745,1,41.65459,0.0,508.035156,519.0,496.0,6.114367
256,1.0,0.4,0.2,0.05,0.2,8381288,25,1637,0.00039,130784,200000,0.2,0.7,2,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T16:29:17,0.8,14745,1,41.90644,0.0,511.175781,521.0,499.0,5.343326
256,1.0,0.4,0.2,0.05,0.2,8332861,25,1635,0.000394,129990,200000,0.2,0.7,4,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T16:32:06,0.8,14745,1,41.664305,0.0,508.152344,518.0,496.0,5.303691
256,1.0,0.4,0.3,0.05,0.1,8389595,25,1601,0.00044,130873,200000,0.2,0.7,38,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T16:35:13,0.8,14745,1,41.947975,0.0,511.554688,514.0,510.0,0.76351
256,1.0,0.4,0.3,0.05,0.1,8339266,24,1592,0.000446,130067,200000,0.2,0.7,47,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T16:38:27,0.8,14745,1,41.69633,0.0,508.445312,510.0,507.0,0.737485
256,1.0,0.4,0.3,0.05,0.2,8395539,24,1572,0.000442,130994,200000,0.2,0.7,67,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T16:41:35,0.8,14745,1,41.977695,0.0,511.996094,514.0,511.0,0.658467
256,1.0,0.4,0.3,0.05,0.2,8343938,24,1587,0.000395,130178,200000,0.2,0.7,52,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T16:44:26,0.8,14745,1,41.71969,0.0,508.871094,511.0,508.0,0.681067
256,1.0,0.55,0.2,0.05,0.1,8375959,25,1639,0.000421,130712,200000,0.2,0.7,0,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T16:47:24,0.8,14745,1,41.879795,0.0,510.929688,533.0,488.0,11.554682
256,1.0,0.55,0.2,0.05,0.1,8328592,25,1636,0.000507,129946,200000,0.2,0.7,3,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T16:50:55,0.8,14745,1,41.64296,0.0,507.976562,531.0,483.0,11.834777
256,1.0,0.55,0.2,0.05,0.2,8379694,25,1638,0.00049,130753,200000,0.2,0.7,1,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T16:54:22,0.8,14745,1,41.89847,0.0,511.078125,532.0,487.0,10.523864
256,1.0,0.55,0.2,0.05,0.2,8328998,25,1638,0.000418,129947,200000,0.2,0.7,1,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T16:57:23,0.8,14745,1,41.64499,0.0,507.984375,530.0,484.0,10.278911
256,1.0,0.55,0.3,0.05,0.1,8380558,25,1635,0.000467,130770,200000,0.2,0.7,4,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T17:00:43,0.8,14745,1,41.90279,0.0,511.15625,525.0,498.0,7.324443
256,1.0,0.55,0.3,0.05,0.1,8328928,25,1635,0.000472,129940,200000,0.2,0.7,4,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T17:04:01,0.8,14745,1,41.64464,0.0,507.945312,521.0,494.0,7.058139
256,1.0,0.55,0.3,0.05,0.2,8381483,25,1634,0.000539,130787,200000,0.2,0.7,5,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T17:07:46,0.8,14745,1,41.907415,0.0,511.183594,522.0,499.0,6.071955
256,1.0,0.55,0.3,0.05,0.2,8331211,25,1635,0.000504,129986,200000,0.2,0.7,4,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T17:11:18,0.8,14745,1,41.656055,0.0,508.136719,520.0,496.0,6.384862
256,1.0,0.7,0.2,0.05,0.1,8378673,25,1639,0.000503,130721,200000,0.2,0.7,0,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T17:14:50,0.8,14745,1,41.893365,0.0,510.96875,547.0,476.0,15.124193
256,1.0,0.7,0.2,0.05,0.1,8324828,25,1639,0.000446,129885,200000,0.2,0.7,0,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T17:17:59,0.8,14745,1,41.62414,0.0,507.746094,547.0,475.0,17.112506
256,1.0,0.7,0.2,0.05,0.2,8375687,25,1639,0.000437,130707,200000,0.2,0.7,0,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T17:21:05,0.8,14745,1,41.878435,0.0,510.914062,545.0,473.0,15.638008
256,1.0,0.7,0.2,0.05,0.2,8324758,25,1639,0.000437,129884,200000,0.2,0.7,0,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T17:24:11,0.8,14745,1,41.62379,0.0,507.738281,539.0,471.0,15.220959
256,1.0,0.7,0.3,0.05,0.1,8378378,25,1638,0.000383,130719,200000,0.2,0.7,1,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T17:26:58,0.8,14745,1,41.89189,0.0,510.964844,537.0,485.0,11.678754
256,1.0,0.7,0.3,0.05,0.1,8324354,25,1638,0.0004,129901,200000,0.2,0.7,1,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T17:29:49,0.8,14745,1,41.62177,0.0,507.808594,536.0,484.0,11.844306
256,1.0,0.7,0.3,0.05,0.2,8380536,25,1637,0.000416,130762,200000,0.2,0.7,2,200000,64,cota,0.0,cota_41,41,16384,0.2,0.0,0,0.0,0,2025-11-06T17:32:46,0.8,14745,1,41.90268,0.0,511.113281,536.0,486.0,12.056785
256,1.0,0.7,0.3,0.05,0.2,8326924,25,1638,0.000482,129930,200000,0.2,0.7,1,200000,64,cota,0.0,cota_42,42,16384,0.2,0.0,0,0.0,0,2025-11-06T17:36:07,0.8,14745,1,41.63462,0.0,507.917969,532.0,483.0,11.875539
